final_kluster	contig	seasonal_pattern	klusters_tree_HC	klusters_tree_TsClust	contig_length	provirus	proviral_length	gene_count	viral_genes	host_genes	checkv_quality	miuvig_quality	completeness	completeness_method	contamination	kmer_freq	RaFah_host_prediction	peaking	Closer_VC2	Accession_VC2	Status_VC2	VC_VC2	Level_VC2	Weight_VC2	Host_VC2	host_for_tree	BaltimoreGroup	Realm	Kingdom	Phylum	Class	Order	Family	Subfamily	Genus
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__17103bp__000912||full	seasonal	72	74	17100	No	NA	23	8	0	Medium-quality	Genome-fragment	54.88	AAI-based (high-confidence)	0	1	Prevotella	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_48_0	N71	8	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__21052bp__000575||full	seasonal	102	74	20993	No	NA	18	6	0	Medium-quality	Genome-fragment	62.23	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Overlap (VC_55/VC_65)	n.a.	C7	36		other						n.a.	n.a.		O
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__30467bp__000263||full	seasonal	51	74	27431	No	NA	27	7	0	Medium-quality	Genome-fragment	51.04	AAI-based (medium-confidence)	0	1	ND	summer	Roseobacter phage CRP-3	MK613345	Outlier	n.a.	N1	36	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__30891bp__000253||full	seasonal	70	74	30889	No	NA	56	11	0	Medium-quality	Genome-fragment	81.67	AAI-based (high-confidence)	0	1	Caulobacter	summer	Pelagibacter phage HTVC106P	MN698244	Clustered	VC_61_0	C3	81	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__36878bp__000157||full	seasonal	73	74	36875	No	NA	60	10	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	Akkermansia	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__41292bp__000122||full	seasonal	102	74	41291	No	NA	39	14	1	Medium-quality	Genome-fragment	65.46	AAI-based (high-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__43774bp__000107||full	seasonal	72	74	43677	No	NA	55	11	1	Medium-quality	Genome-fragment	73.4	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_136_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__49267bp__000079||full	seasonal	72	74	49265	No	NA	43	13	1	Medium-quality	Genome-fragment	75.11	AAI-based (high-confidence)	0	1	Flavobacterium	summer		MW202828	Clustered	VC_21_0	C12	57		other						n.a.	n.a.		n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__52948bp__000061||full	seasonal	102	74	52944	No	NA	72	17	1	Medium-quality	Genome-fragment	87.12	AAI-based (high-confidence)	0	1	Flavobacterium	summer		MW202828	Clustered	VC_21_0	C21	62		other						n.a.	n.a.		n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__54284bp__000055||full	seasonal	73	74	54282	No	NA	56	10	0	Medium-quality	Genome-fragment	74.02	HMM-based (lower-bound)	0	1	Sphingomonas	summer	n.a.	n.a.	Clustered	VC_310_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__57051bp__000047||full	seasonal	72	74	56940	No	NA	68	20	0	High-quality	High-quality	99.98	AAI-based (high-confidence)	0	1	Ferrimonas	summer		OQ594354	Overlap (VC_202/VC_229)	n.a.	N6	33		other						n.a.	n.a.	O	O
74s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__64960bp__000028||full	seasonal	102	74	64602	No	NA	79	32	3	Medium-quality	Genome-fragment	66.25	AAI-based (high-confidence)	0	1	Candidatus Thioglobus	summer	Methylophilales phage Melnitz-1 EXVC043M	MZ577095	Clustered	VC_45_0	N22	6	Methylophilales	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Myoviridae	O	O
74s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__21170bp__000498||full	seasonal	102	74	20662	No	NA	26	4	0	Medium-quality	Genome-fragment	74.69	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_173_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__31696bp__000194||full	seasonal	102	74	31693	No	NA	21	10	0	Medium-quality	Genome-fragment	51.39	AAI-based (medium-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-Jun-viral-fraction__viral-spades-short__as-yet-unknown__41734bp__000104||full	seasonal	102	74	41528	No	NA	35	14	0	Medium-quality	Genome-fragment	67.48	AAI-based (medium-confidence)	0	1	Prevotella	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__17849bp__000699||full	seasonal	73	74	17845	No	NA	20	7	0	Medium-quality	Genome-fragment	59.19	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_404_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__24280bp__000368||full	seasonal	70	74	23870	No	NA	47	12	0	Medium-quality	Genome-fragment	68.83	AAI-based (high-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_79_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__28260bp__000265||full	seasonal	73	74	28257	No	NA	33	17	0	Medium-quality	Genome-fragment	59.5	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Pelagibacter phage Kolga EXVC016S	MT375529	Clustered	VC_63_0	C2	69	Pelagibacter	PelagibacterVC2	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
74s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__48140bp__000067||full	seasonal	73	74	48123	No	NA	67	27	0	High-quality	High-quality	90.48	AAI-based (high-confidence)	0	1	ND	summer		OQ401623	Clustered	VC_36_3	C4	128		other						n.a.	n.a.		n.a.
74s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__55532bp__000045||full	seasonal	28	74	55529	No	NA	76	24	0	High-quality	High-quality	98.7	AAI-based (high-confidence)	0	1	Vibrio	summer		MW202675	Clustered	VC_39_1	N60	11		other						n.a.	n.a.	O	O
74s	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__100165bp__000014||full	seasonal	73	74	99147	No	NA	120	26	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Prevotella	summer		MW202828	Clustered	VC_21_0	C35	49		other						n.a.	n.a.		n.a.
74s	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__37851bp__000223||full	seasonal	73	74	37849	No	NA	40	9	1	Medium-quality	Genome-fragment	62.38	AAI-based (high-confidence)	0	1	Polynucleobacter	summer		MW202828	Clustered	VC_21_0	C10	43		other						n.a.	n.a.		n.a.
74s	2019-Nov-viral-fraction__viral-spades-short__as-yet-unknown__55799bp__000083||full	seasonal	12	74	55611	No	NA	66	21	0	High-quality	High-quality	93.68	AAI-based (high-confidence)	0	1	Ferrimonas	summer		OQ594354	Clustered	VC_201_0	N37	20		other						n.a.	n.a.	O	O
74s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__23016bp__000554||full	seasonal	102	74	23015	No	NA	35	11	0	Medium-quality	Genome-fragment	60.6	AAI-based (high-confidence)	0	1	Agrobacterium	summer	Pelagibacter phage HTVC106P	MN698244	Clustered	VC_61_0	C7	34	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
74s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__35164bp__000189||full	seasonal	73	74	35161	No	NA	50	13	0	Medium-quality	Genome-fragment	66.77	AAI-based (high-confidence)	0	1	ND	summer	Pelagibacter phage HTVC115P	MN698247	Clustered	VC_194_0	N42	14	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
74s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__16969bp__001389||full	seasonal	72	74	16965	No	NA	24	8	0	Medium-quality	Genome-fragment	51.92	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Clustered	VC_64_0	N38	12		other						n.a.	n.a.	O	O
74s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__61245bp__000042||full	seasonal	73	74	61243	No	NA	87	23	0	High-quality	High-quality	94.79	AAI-based (high-confidence)	0	1	Prevotella	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__13614bp__001802||full	seasonal	28	74	13611	No	NA	19	5	0	Medium-quality	Genome-fragment	56.73	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_8_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
74s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__35683bp__000202||full	seasonal	73	74	35679	No	NA	38	19	0	Medium-quality	Genome-fragment	88.73	AAI-based (medium-confidence)	0	1	ND	summer		AP013544	Clustered	VC_90_0	C1	73		other						n.a.	n.a.		n.a.
74s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__51363bp__000083||full	seasonal	27	74	51213	No	NA	78	22	0	High-quality	High-quality	99.79	AAI-based (high-confidence)	0	1	ND	summer		OQ401624	Clustered/Singleton	VC_36_1	C10	60		other						n.a.	n.a.		O
74s	2020-Jul-viral-fraction__viral-spades-short__as-yet-unknown__62876bp__000034||full	seasonal	73	74	62873	No	NA	74	15	1	High-quality	High-quality	100	AAI-based (high-confidence)	0	1.01	Acidovorax	summer		MW202828	Clustered	VC_21_0	C15	75		other						n.a.	n.a.		n.a.
74s	2020-Sep-viral-fraction__viral-spades-short__as-yet-unknown__28502bp__000305||full	seasonal	73	74	27792	No	NA	42	11	0	Medium-quality	Genome-fragment	80.36	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_29_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__16913bp__001317||full	seasonal	71	75	16909	No	NA	35	6	0	Medium-quality	Genome-fragment	54.01	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2019-Jan-viral-fraction__viral-spades-short__as-yet-unknown__19062bp__001289||full	seasonal	71	75	19036	No	NA	19	4	0	Medium-quality	Genome-fragment	57.55	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Methylophilales phage MEP301	MW452941	Clustered	VC_56_0	C6	20	Methylophilales	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
75s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__28789bp__000302||full	seasonal	60	75	28721	No	NA	43	11	0	High-quality	High-quality	94.75	AAI-based (medium-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__34304bp__000259||full	seasonal	71	75	34302	No	NA	49	17	1	High-quality	High-quality	97.97	AAI-based (high-confidence)	0	1.01	Caulobacter	summer	Sinorhizobium phage phiM5	MF074189	Overlap (VC_31/VC_35)	n.a.	C11	9	Sinorhizobium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	O
75s	2020-Feb-viral-fraction__viral-spades-short__as-yet-unknown__37449bp__000203||full	seasonal	58	75	37448	No	NA	38	6	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_152_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__24303bp__000602||full	seasonal	71	75	24300	No	NA	25	12	0	Medium-quality	Genome-fragment	51.65	AAI-based (high-confidence)	0	1	Anabaena	summer		MW202697	Clustered	VC_205_0	C2	15		other						n.a.	n.a.		n.a.
75s	2020-Jan-viral-fraction__viral-spades-short__as-yet-unknown__55322bp__000059||full	seasonal	58	75	55320	No	NA	74	26	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Candidatus Puniceispirillum	summer	Puniceispirillum phage HMO-2011	GU557055	Clustered	VC_154_0	C2	104	Puniceispirillum	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__15164bp__001768||full	seasonal	71	75	15161	No	NA	32	5	0	Medium-quality	Genome-fragment	52.61	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__153534bp__000004||full	seasonal	71	75	153532	No	NA	190	15	11	High-quality	High-quality	92.08	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered/Singleton	VC_1_1	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__17670bp__001289||full	seasonal	71	75	17670	No	NA	26	3	0	Medium-quality	Genome-fragment	51.25	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_41_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__17839bp__001268||full	seasonal	71	75	17837	No	NA	19	2	0	Medium-quality	Genome-fragment	50.61	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_210_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__18055bp__001233||full	seasonal	71	75	17999	No	NA	30	12	0	Medium-quality	Genome-fragment	51.18	AAI-based (high-confidence)	0	1	ND	summer		MW202489	Outlier	n.a.	N5	2		other						n.a.	n.a.	O	O
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19209bp__001093||full	seasonal	71	75	19208	No	NA	31	4	0	Medium-quality	Genome-fragment	54.97	AAI-based (high-confidence)	0	1	Cellulophaga	summer	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__19916bp__001024||full	seasonal	60	75	19914	No	NA	30	16	0	Medium-quality	Genome-fragment	54.39	AAI-based (high-confidence)	0	1	Agrobacterium	summer	Pelagibacter phage HTVC106P	MN698244	Clustered	VC_193_0	N15	10	Pelagibacter	PelagibacterVC2	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	O	O
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__21622bp__000841||full	seasonal	71	75	21401	No	NA	26	6	0	Medium-quality	Genome-fragment	55.74	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__22079bp__000805||full	seasonal	71	75	22077	No	NA	30	7	0	Medium-quality	Genome-fragment	54.13	AAI-based (high-confidence)	0	1	Vibrio	summer	n.a.	n.a.	Singleton	n.a.	G	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__26014bp__000548||full	seasonal	71	75	26012	No	NA	44	9	0	Medium-quality	Genome-fragment	86.43	AAI-based (high-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_19_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__31263bp__000377||full	seasonal	71	75	31139	No	NA	31	4	0	Medium-quality	Genome-fragment	58.3	AAI-based (high-confidence)	0	1.01	ND	summer	n.a.	n.a.	Clustered	VC_329_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__34386bp__000298||full	seasonal	71	75	34382	No	NA	50	11	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	Bacteroides	summer	Nonlabens phage P12024L	JQ823123	Clustered	VC_47_0	N105	12	Nonlabens	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Siphoviridae	O	O
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__34673bp__000289||full	seasonal	71	75	34672	No	NA	48	15	0	High-quality	High-quality	99.1	AAI-based (medium-confidence)	0	1.01	Caulobacter	summer	Sinorhizobium phage phiM5	MF074189	Overlap (VC_31/VC_35)	n.a.	C11	9	Sinorhizobium	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	O
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__41075bp__000181||full	seasonal	71	75	41071	No	NA	37	25	0	High-quality	High-quality	94.23	AAI-based (high-confidence)	0	1	Synechococcus	summer	Prochlorococcus phage P-RSP2	HQ332139	Clustered	VC_97_0	C1	61	Prochlorococcus	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Autographiviridae	Unclassified	Unclassified
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__43932bp__000146||full	seasonal	71	75	43930	No	NA	41	21	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	summer		OM418631	Clustered	VC_235_0	C6	10		other						n.a.	n.a.		n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__44001bp__000144||full	seasonal	71	75	43909	No	NA	48	13	1	Medium-quality	Genome-fragment	67.64	AAI-based (high-confidence)	0	1	Flavobacterium	summer	n.a.	n.a.	Clustered	VC_142_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__50705bp__000096||full	seasonal	58	75	50704	No	NA	70	24	0	High-quality	High-quality	93.44	AAI-based (high-confidence)	0	1	Methylocaldum	summer		OQ401623	Clustered	VC_36_0	N24	46		other						n.a.	n.a.	O	O
75s	2020-Mar-viral-fraction__viral-spades-short__as-yet-unknown__51237bp__000090||full	seasonal	71	75	51235	No	NA	67	23	0	High-quality	High-quality	92.46	AAI-based (high-confidence)	0	1	ND	summer		MZ892993	Overlap (VC_164/VC_165)	n.a.	C5	49		other						n.a.	n.a.		O
75s	2021-Mar-viral-fraction__viral-spades-short__as-yet-unknown__54879bp__000054||full	seasonal	71	75	54876	No	NA	77	23	0	High-quality	High-quality	94.21	AAI-based (high-confidence)	0	1	Methylocaldum	summer		MW202675	Clustered	VC_165_0	N127	2		other						n.a.	n.a.	O	O
76s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__17498bp__001232||full	seasonal	67	76	17398	No	NA	29	2	0	Medium-quality	Genome-fragment	68.47	AAI-based (medium-confidence)	0	1.01	Pseudomonas	summer	n.a.	n.a.	Clustered	VC_17_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__29786bp__000382||full	seasonal	67	76	29756	No	NA	38	6	1	Medium-quality	Genome-fragment	88.38	AAI-based (high-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_348_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__37383bp__000202||full	seasonal	45	76	37256	No	NA	43	16	0	High-quality	High-quality	100	AAI-based (high-confidence)	0	1	ND	summer		OQ414636	Overlap (VC_38/VC_316)	n.a.	C5	7		other						n.a.	n.a.		O
76s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__48000bp__000110||full	seasonal	67	76	48000	No	NA	65	22	0	High-quality	High-quality	91.28	AAI-based (high-confidence)	0	1	Pseudomonas	summer	n.a.	n.a.	Overlap (VC_169/VC_208)	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Aug-viral-fraction__viral-spades-short__as-yet-unknown__61712bp__000053||full	seasonal	67	76	61709	No	NA	75	13	1	High-quality	High-quality	100	AAI-based (medium-confidence)	0	1	Thauera	summer		MW202828	Clustered	VC_21_0	C18	64		other						n.a.	n.a.		n.a.
76s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__24887bp__000418||full	seasonal	67	76	24679	No	NA	28	8	0	Medium-quality	Genome-fragment	74.23	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer		OQ414635	Clustered	VC_64_0	N49	11		other						n.a.	n.a.	O	O
76s	2019-Jul-viral-fraction__viral-spades-short__as-yet-unknown__54756bp__000054||full	seasonal	67	76	54645	No	NA	72	29	0	High-quality	High-quality	99.35	AAI-based (high-confidence)	0	1	Pseudomonas	summer	Roseobacter phage CRP-13	MW514247	Clustered	VC_103_3	C1	99	Roseobacter	other	Group I	Duplodnaviria	Heunggongvirae	Uroviricota	Caudoviricetes	Caudovirales	Podoviridae	Unclassified	Unclassified
76s	2019-May-viral-fraction__viral-spades-short__as-yet-unknown__68082bp__000007||full	seasonal	67	76	67854	No	NA	83	24	4	High-quality	High-quality	97.68	AAI-based (high-confidence)	0	1	Anaerobacillus	summer	n.a.	n.a.	Clustered	VC_12_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__23616bp__000517||full	seasonal	67	76	23616	No	NA	44	11	0	Medium-quality	Genome-fragment	67.73	AAI-based (high-confidence)	0	1	Bacteroides	summer	n.a.	n.a.	Clustered	VC_79_0	F	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__25334bp__000439||full	seasonal	45	76	24800	No	NA	20	3	0	Medium-quality	Genome-fragment	56.5	AAI-based (medium-confidence)	0	1	ND	summer	n.a.	n.a.	Clustered	VC_349_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__26154bp__000413||full	seasonal	45	76	26152	No	NA	36	10	0	Medium-quality	Genome-fragment	54.04	AAI-based (high-confidence)	0	1.07	ND	summer	n.a.	n.a.	Outlier	n.a.	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
76s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__33292bp__000222||full	seasonal	45	76	33169	No	NA	48	14	0	High-quality	High-quality	99.49	AAI-based (high-confidence)	0	1	Candidatus Pelagibacter	summer	Methylophilales phage MEP301	MW452941	Clustered	VC_56_0	C6	29	Methylophilales	other	Unclassified	Unclassified	n.a.	n.a.	n.a.	n.a.	Unclassified	Unclassified	Unclassified
76s	2019-Sep-viral-fraction__viral-spades-short__as-yet-unknown__37359bp__000155||full	seasonal	67	76	37134	No	NA	39	9	0	Medium-quality	Genome-fragment	60.21	AAI-based (medium-confidence)	0	1	Kingella	summer	n.a.	n.a.	Clustered	VC_175_0	A	n.a.	n.a.	other	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.	n.a.
